Cell,Cyc,Type,Delta,v,q,T,t_remain
Cell3,cyc5900,C1ch,2350,4.069771299999998,483.4819033218553,40.484367,410
Cell3,cyc5900,C1ch,2400,4.0846900999999995,493.76879465573796,40.509342,360
Cell3,cyc5900,C1ch,2450,4.0999699,504.05571023343566,40.496876,310
Cell3,cyc5900,C1ch,2500,4.1157713,514.3426356170519,40.55928400000001,260
Cell3,cyc5900,C1ch,2550,4.1308503,524.6295549842937,40.509342,210
Cell3,cyc5900,C1ch,2600,4.1465712,534.9164619604799,40.434425,160
Cell3,cyc5900,C1ch,2650,4.162653,545.203355056566,40.409492,110
Cell3,cyc5900,C1ch,2700,4.179256,555.4902376253493,40.421959,60
Cell3,cyc5900,C1ch,2750,4.1965814,565.777119743537,40.484367,10
Cell3,cyc5900,C1ch,2760,4.1998695999999995,567.7289925591532,40.421959,0
Cell3,cyc6000,C1ch,0,2.7421597999999996,0.0,40.858826,2750
Cell3,cyc6000,C1ch,50,3.2551335999999997,10.276817374897268,40.821388,2700
Cell3,cyc6000,C1ch,100,3.3885605000000005,20.563890990881077,40.734004999999996,2650
Cell3,cyc6000,C1ch,150,3.4764690000000003,30.85103658390554,40.596722,2600
Cell3,cyc6000,C1ch,200,3.5428013999999997,41.13830645121511,40.52180900000001,2550
Cell3,cyc6000,C1ch,250,3.5950572,51.42555799181027,40.421959,2500
Cell3,cyc6000,C1ch,300,3.6330762,61.71279071493107,40.421959,2450
Cell3,cyc6000,C1ch,350,3.6617107000000004,72.00002487728456,40.372017,2400
Cell3,cyc6000,C1ch,400,3.6858535000000003,82.287298150383,40.35955,2350
Cell3,cyc6000,C1ch,450,3.7063867999999993,92.57458611228694,40.23473,2300
Cell3,cyc6000,C1ch,500,3.7240727,102.86186455381521,40.372017,2250
Cell3,cyc6000,C1ch,550,3.7385104,113.149128590633,40.334579,2200
Cell3,cyc6000,C1ch,600,3.7511832999999997,123.43638385521021,40.197292,2150
Cell3,cyc6000,C1ch,650,3.7621317000000003,133.7236106086078,40.172321000000004,2100
Cell3,cyc6000,C1ch,700,3.7721980000000004,144.0108283426776,40.159855,2050
Cell3,cyc6000,C1ch,750,3.7813818,154.2980072502941,40.072475,2000
Cell3,cyc6000,C1ch,800,3.7896833,164.58519435159218,40.047501000000004,1950
Cell3,cyc6000,C1ch,850,3.7977042,174.87234018487132,39.972588,1900
Cell3,cyc6000,C1ch,900,3.8053641000000002,185.1594442036192,39.972588,1850
Cell3,cyc6000,C1ch,950,3.8126230000000003,195.4465515456297,39.935146,1800
Cell3,cyc6000,C1ch,1000,3.8198016000000004,205.73365474478402,39.947655,1750
Cell3,cyc6000,C1ch,1050,3.8266194,216.0207489051166,39.935146,1700
Cell3,cyc6000,C1ch,1100,3.8333168,226.3078250477422,39.897713,1650
Cell3,cyc6000,C1ch,1150,3.8398538,236.59491679777267,39.947655,1600
Cell3,cyc6000,C1ch,1200,3.8461902,246.8820116741638,39.935146,1550
Cell3,cyc6000,C1ch,1250,3.852206,257.16912106068247,40.010063,1500
Cell3,cyc6000,C1ch,1300,3.8585024,267.45625386439684,40.022529999999996,1450
Cell3,cyc6000,C1ch,1350,3.8653199999999996,277.74333898554147,40.059967,1400
Cell3,cyc6000,C1ch,1400,3.8720574,288.03039028301663,40.084942,1350
Cell3,cyc6000,C1ch,1450,3.8791559,298.31743493987364,40.122375,1300
Cell3,cyc6000,C1ch,1500,3.8866153,308.60448807924735,40.184788,1250
Cell3,cyc6000,C1ch,1550,3.893994600000001,318.8915428044365,40.14735,1200
Cell3,cyc6000,C1ch,1600,3.9020154000000002,329.1785888803983,40.197292,1150
Cell3,cyc6000,C1ch,1650,3.9103972999999996,339.465621534668,40.23473,1100
Cell3,cyc6000,C1ch,1700,3.9189394,349.7526445558709,40.222263,1050
Cell3,cyc6000,C1ch,1750,3.9280431000000013,360.0396376128167,40.35955,1000
Cell3,cyc6000,C1ch,1800,3.9373071000000004,370.3266198190545,40.347084,950
Cell3,cyc6000,C1ch,1850,3.9470525000000003,380.6136211888733,40.347084,900
Cell3,cyc6000,C1ch,1900,3.9575197999999996,390.90063199535456,40.372017,850
Cell3,cyc6000,C1ch,1950,3.9683077000000004,401.1876161555481,40.384521,800
Cell3,cyc6000,C1ch,2000,3.979136,411.47459917485884,40.409492,750
Cell3,cyc6000,C1ch,2050,3.9908062999999996,421.7615720140279,40.409492,700
Cell3,cyc6000,C1ch,2100,4.0030379,432.0485475331421,40.471901,650
Cell3,cyc6000,C1ch,2150,4.0159516,442.3355083419732,40.471901,600
Cell3,cyc6000,C1ch,2200,4.0292258,452.62243632405267,40.44693,550
Cell3,cyc6000,C1ch,2250,4.0430622000000005,462.90937426617086,40.372017,500
Cell3,cyc6000,C1ch,2300,4.0574994,473.19630852848985,40.496876,450
Cell3,cyc6000,C1ch,2350,4.0723381000000005,483.4832550901421,40.496876,400
Cell3,cyc6000,C1ch,2400,4.0877781,493.7701772766554,40.496876,350
Cell3,cyc6000,C1ch,2450,4.1029377,504.0570924375338,40.496876,300
Cell3,cyc6000,C1ch,2500,4.118137399999998,514.3439891438361,40.509342,250
Cell3,cyc6000,C1ch,2550,4.1336174,524.6309272654827,40.471901,200
Cell3,cyc6000,C1ch,2600,4.1492982000000005,534.9178844337023,40.471901,150
Cell3,cyc6000,C1ch,2650,4.1654201,545.2048360867818,40.421959,100
Cell3,cyc6000,C1ch,2700,4.1825047,555.4917919800314,40.484367,50
Cell3,cyc6000,C1ch,2750,4.1997895,565.7341881581184,40.496876,0
Cell3,cyc6000,C1ch,2750,4.1997895,565.7341881581184,40.496876,0
Cell3,cyc6100,C1ch,0,2.7423227000000003,0.0,41.095997,2736
Cell3,cyc6100,C1ch,50,3.2610712000000004,10.27614346829319,41.120971999999995,2686
Cell3,cyc6100,C1ch,100,3.3958619,20.56276893385241,40.92123400000001,2636
Cell3,cyc6100,C1ch,150,3.4862168,30.849442984226872,40.883796999999994,2586
Cell3,cyc6100,C1ch,200,3.5541935,41.13611797938813,40.721539,2536
Cell3,cyc6100,C1ch,250,3.6085749,51.4227816899289,40.621693,2486
Cell3,cyc6100,C1ch,300,3.6504837999999995,61.70946431569885,40.55928400000001,2436
Cell3,cyc6100,C1ch,350,3.6798,71.99632907016458,40.596722,2386
Cell3,cyc6100,C1ch,400,3.7016968999999995,82.28318771993129,40.421959,2336
Cell3,cyc6100,C1ch,450,3.7185807,92.5700299997334,40.52180900000001,2286
Cell3,cyc6100,C1ch,500,3.7326574,102.8568697980834,40.44693,2236
Cell3,cyc6100,C1ch,550,3.7442074,113.1437259486537,40.334579,2186
Cell3,cyc6100,C1ch,600,3.7548752,123.4305616959992,40.396988,2136
Cell3,cyc6100,C1ch,650,3.7649815,133.71741027311708,40.347084,2086
Cell3,cyc6100,C1ch,700,3.7743258,144.0042672682682,40.184788,2036
Cell3,cyc6100,C1ch,750,3.7832689,154.29112181928681,40.084942,1986
Cell3,cyc6100,C1ch,800,3.7914903,164.5779785066952,40.084942,1936
Cell3,cyc6100,C1ch,850,3.7992706,174.8648420095842,40.109909,1886
Cell3,cyc6100,C1ch,900,3.8066498999999996,185.15169914801868,40.059967,1836
Cell3,cyc6100,C1ch,950,3.8143097999999998,195.4385655549028,40.097408,1786
Cell3,cyc6100,C1ch,1000,3.8215284,205.72543568478568,40.034996,1736
Cell3,cyc6100,C1ch,1050,3.8288273999999998,216.01229374262317,40.047501000000004,1686
Cell3,cyc6100,C1ch,1100,3.8358057,226.29917278164157,39.960121,1636
Cell3,cyc6100,C1ch,1150,3.8426232000000002,236.5860436549225,40.010063,1586
Cell3,cyc6100,C1ch,1200,3.8497218999999996,246.87290334310399,40.059967,1536
Cell3,cyc6100,C1ch,1250,3.8561385,257.1597663317176,40.134884,1486
Cell3,cyc6100,C1ch,1300,3.8629562999999996,267.4466260864885,40.034996,1436
Cell3,cyc6100,C1ch,1350,3.8693727999999994,277.7334929182621,40.197292,1386
Cell3,cyc6100,C1ch,1400,3.8762708,288.0203709431237,40.134884,1336
Cell3,cyc6100,C1ch,1450,3.8835697,298.30724300795663,40.247196,1286
Cell3,cyc6100,C1ch,1500,3.8910693999999997,308.594115316703,40.309605,1236
Cell3,cyc6100,C1ch,1550,3.8987693999999995,318.8809979034611,40.284672,1186
Cell3,cyc6100,C1ch,1600,3.90675,329.16787353973217,40.396988,1136
Cell3,cyc6100,C1ch,1650,3.9149714,339.45476535009936,40.372017,1086
Cell3,cyc6100,C1ch,1700,3.9234335,349.7416532649283,40.372017,1036
Cell3,cyc6100,C1ch,1750,3.9324169,360.02853713733424,40.44693,986
Cell3,cyc6100,C1ch,1800,3.941721,370.3154132312775,40.509342,936
Cell3,cyc6100,C1ch,1850,3.9514263,380.6022894407434,40.52180900000001,886
Cell3,cyc6100,C1ch,1900,3.9617331,390.8891518893484,40.534309,836
Cell3,cyc6100,C1ch,1950,3.9722002,401.17603166137184,40.546776,786
Cell3,cyc6100,C1ch,2000,3.9830284,411.4629261447092,40.584216999999995,736
Cell3,cyc6100,C1ch,2050,3.9951799,421.74981722090484,40.621693,686
Cell3,cyc6100,C1ch,2100,4.0069704,432.0366941876136,40.534309,636
Cell3,cyc6100,C1ch,2150,4.0199242,442.323556411226,40.646626,586
Cell3,cyc6100,C1ch,2200,4.0328379,452.6104162607269,40.621693,536
Cell3,cyc6100,C1ch,2250,4.046834,462.89727944908134,40.684104999999995,486
Cell3,cyc6100,C1ch,2300,4.0613518,473.184129568473,40.609188,436
Cell3,cyc6100,C1ch,2350,4.0760303,483.4709662552627,40.646626,386
Cell3,cyc6100,C1ch,2400,4.0912695,493.7578324030015,40.65913,336
Cell3,cyc6100,C1ch,2450,4.106549299999998,504.0447128419732,40.621693,286
Cell3,cyc6100,C1ch,2500,4.1219897,514.331580906935,40.65913,236
Cell3,cyc6100,C1ch,2550,4.1377506,524.618461223704,40.65913,186
Cell3,cyc6100,C1ch,2600,4.1536717,534.9053576248915,40.696571,136
Cell3,cyc6100,C1ch,2650,4.1700745,545.1922202292751,40.65913,86
Cell3,cyc6100,C1ch,2700,4.187038899999999,555.479090326633,40.65913,36
Cell3,cyc6100,C1ch,2736,4.199832,562.8485649205356,40.671597,0
Cell3,cyc6200,C1ch,0,2.7424428,0.0,41.046093,2733
Cell3,cyc6200,C1ch,50,3.2574217,10.27664311716578,41.021122,2683
Cell3,cyc6200,C1ch,100,3.3910894,20.56353900568507,40.846359,2633
Cell3,cyc6200,C1ch,150,3.4790781,30.85061422156313,40.634159000000004,2583
Cell3,cyc6200,C1ch,200,3.5456512000000004,41.13774965015199,40.596722,2533
Cell3,cyc6200,C1ch,250,3.5983883999999997,51.42491020360862,40.546776,2483
Cell3,cyc6200,C1ch,300,3.637089,61.71207409236187,40.471901,2433
Cell3,cyc6200,C1ch,350,3.665803700000001,71.99924339330589,40.347084,2383
Cell3,cyc6200,C1ch,400,3.689465,82.28642835806147,40.372017,2333
Cell3,cyc6200,C1ch,450,3.7097981,92.57362451973681,40.396988,2283
Cell3,cyc6200,C1ch,500,3.7266419,102.86082832294252,40.347084,2233
Cell3,cyc6200,C1ch,550,3.7408788,113.14802070028558,40.297138000000004,2183
Cell3,cyc6200,C1ch,600,3.753231,123.4352030670056,40.222263,2133
Cell3,cyc6200,C1ch,650,3.7640190000000002,133.722374543646,40.259705,2083
Cell3,cyc6200,C1ch,700,3.7738845000000003,144.00953925714032,40.23473,2033
Cell3,cyc6200,C1ch,750,3.7832689,154.29671144693242,40.122375,1983
Cell3,cyc6200,C1ch,800,3.7913702000000007,164.5838705864961,40.084942,1933
Cell3,cyc6200,C1ch,850,3.7990701000000002,174.87105582508931,40.097408,1883
Cell3,cyc6200,C1ch,900,3.8068504,185.1582239692781,40.047501000000004,1833
Cell3,cyc6200,C1ch,950,3.8141093,195.44542379237788,40.097408,1783
Cell3,cyc6200,C1ch,1000,3.8214083,205.7326281446559,40.010063,1733
Cell3,cyc6200,C1ch,1050,3.8284263999999997,216.0197672736062,40.010063,1683
Cell3,cyc6200,C1ch,1100,3.8352442000000004,226.30681663222168,40.059967,1633
Cell3,cyc6200,C1ch,1150,3.8415806000000003,236.5938463056971,40.047501000000004,1583
Cell3,cyc6200,C1ch,1200,3.8479974,246.8808874462789,40.047501000000004,1533
Cell3,cyc6200,C1ch,1250,3.8544943,257.1679076830818,40.109909,1483
Cell3,cyc6200,C1ch,1300,3.8609108999999995,267.4549429506904,40.14735,1433
Cell3,cyc6200,C1ch,1350,3.8675281999999997,277.7419766260851,40.14735,1383
Cell3,cyc6200,C1ch,1400,3.8745062000000003,288.0290274707167,40.14735,1333
Cell3,cyc6200,C1ch,1450,3.8818052000000014,298.3160693102484,40.247196,1283
Cell3,cyc6200,C1ch,1500,3.8892245,308.60311827171836,40.247196,1233
Cell3,cyc6200,C1ch,1550,3.8968844,318.8902040059544,40.347084,1183
Cell3,cyc6200,C1ch,1600,3.9050657999999996,329.1772952132127,40.35955,1133
Cell3,cyc6200,C1ch,1650,3.9134877,339.46437221551173,40.347084,1083
Cell3,cyc6200,C1ch,1700,3.9223907,349.7514536132643,40.384521,1033
Cell3,cyc6200,C1ch,1750,3.9312136,360.03850042170546,40.45939600000001,983
Cell3,cyc6200,C1ch,1800,3.9405580000000002,370.3255488301798,40.45939600000001,933
Cell3,cyc6200,C1ch,1850,3.9505839,380.6125775231391,40.52180900000001,883
Cell3,cyc6200,C1ch,1900,3.9610112,390.89955455048965,40.484367,833
Cell3,cyc6200,C1ch,1950,3.9718394,401.1864662576396,40.546776,783
Cell3,cyc6200,C1ch,2000,3.982908,411.47337177289495,40.534309,733
Cell3,cyc6200,C1ch,2050,3.9950597,421.7602903062743,40.546776,683
Cell3,cyc6200,C1ch,2100,4.0073314,432.04723608303163,40.55928400000001,633
Cell3,cyc6200,C1ch,2150,4.0203252,442.33418508991485,40.696571,583
Cell3,cyc6200,C1ch,2200,4.0336399,452.6211247697245,40.634159000000004,533
Cell3,cyc6200,C1ch,2250,4.0479970000000005,462.9080455768298,40.671597,483
Cell3,cyc6200,C1ch,2300,4.0622343999999995,473.1949683468527,40.584216999999995,433
Cell3,cyc6200,C1ch,2350,4.0774336,483.4819013395453,40.621693,383
Cell3,cyc6200,C1ch,2400,4.0926332,493.76874871877027,40.734004999999996,333
Cell3,cyc6200,C1ch,2450,4.1081538,504.0556043699036,40.621693,283
Cell3,cyc6200,C1ch,2500,4.123593799999999,514.3424508486669,40.621693,233
Cell3,cyc6200,C1ch,2550,4.1391139,524.6293199148253,40.596722,183
Cell3,cyc6200,C1ch,2600,4.1548753,534.916160733473,40.571751,133
Cell3,cyc6200,C1ch,2650,4.1712775,545.2030362779642,40.546776,83
Cell3,cyc6200,C1ch,2700,4.1884422,555.4899068739793,40.584216999999995,33
Cell3,cyc6200,C1ch,2733,4.199952099999999,562.1106181763713,40.484367,0
Cell3,cyc6300,C1ch,0,2.7425632,0.0,41.021122,2724
Cell3,cyc6300,C1ch,50,3.2593467,10.276640661743,40.946209,2674
Cell3,cyc6300,C1ch,100,3.3924529999999997,20.56352435562123,40.908768,2624
Cell3,cyc6300,C1ch,150,3.4804416,30.85050790684679,40.709038,2574
Cell3,cyc6300,C1ch,200,3.5469747000000003,41.1376210509101,40.596722,2524
Cell3,cyc6300,C1ch,250,3.5987894999999996,51.424770673044854,40.534309,2474
Cell3,cyc6300,C1ch,300,3.6373296,61.71191653980849,40.509342,2424
Cell3,cyc6300,C1ch,350,3.6659641000000014,71.99904707371013,40.45939600000001,2374
Cell3,cyc6300,C1ch,400,3.6900668,82.28617886010404,40.44693,2324
Cell3,cyc6300,C1ch,450,3.7103996,92.57329666209921,40.44693,2274
Cell3,cyc6300,C1ch,500,3.727123,102.8604255991889,40.372017,2224
Cell3,cyc6300,C1ch,550,3.7411997,113.1475778087938,40.334579,2174
Cell3,cyc6300,C1ch,600,3.7534716,123.43471634902279,40.284672,2124
Cell3,cyc6300,C1ch,650,3.7643399,133.7218601074694,40.222263,2074
Cell3,cyc6300,C1ch,700,3.7743659,144.0090015340949,40.20975900000001,2024
Cell3,cyc6300,C1ch,750,3.7835498,154.29611429553233,40.184788,1974
Cell3,cyc6300,C1ch,800,3.7918513,164.5831790886061,40.084942,1924
Cell3,cyc6300,C1ch,850,3.799752,174.87024776032848,40.034996,1874
Cell3,cyc6300,C1ch,900,3.8076123999999996,185.1573093522169,40.059967,1824
Cell3,cyc6300,C1ch,950,3.8151119,195.44432633418785,40.010063,1774
Cell3,cyc6300,C1ch,1000,3.8222102999999996,205.73130713771909,40.034996,1724
Cell3,cyc6300,C1ch,1050,3.8292286,216.01828011009727,39.985092,1674
Cell3,cyc6300,C1ch,1100,3.8360461999999997,226.30524373092646,40.022529999999996,1624
Cell3,cyc6300,C1ch,1150,3.8426635,236.5921956648831,40.022529999999996,1574
Cell3,cyc6300,C1ch,1200,3.8490801,246.8791584760234,40.022529999999996,1524
Cell3,cyc6300,C1ch,1250,3.8556169999999996,257.166133415229,40.109909,1474
Cell3,cyc6300,C1ch,1300,3.8619937999999996,267.45309650237016,40.159855,1424
Cell3,cyc6300,C1ch,1350,3.8686108999999997,277.74006791405566,40.134884,1374
Cell3,cyc6300,C1ch,1400,3.8759097999999996,288.0270251964993,40.20975900000001,1324
Cell3,cyc6300,C1ch,1450,3.8830485,298.3139818503485,40.20975900000001,1274
Cell3,cyc6300,C1ch,1500,3.8903875,308.60093109158333,40.23473,1224
Cell3,cyc6300,C1ch,1550,3.8982879999999995,318.8878638398132,40.322113,1174
Cell3,cyc6300,C1ch,1600,3.9064292999999997,329.1747883510844,40.334579,1124
Cell3,cyc6300,C1ch,1650,3.9150918,339.4617244238213,40.372017,1074
Cell3,cyc6300,C1ch,1700,3.9238345999999997,349.7486499897969,40.409492,1024
Cell3,cyc6300,C1ch,1750,3.9329784,360.03557377061964,40.384521,974
Cell3,cyc6300,C1ch,1800,3.9422424,370.3224874762742,40.309605,924
Cell3,cyc6300,C1ch,1850,3.9521883,380.6094346599935,40.496876,874
Cell3,cyc6300,C1ch,1900,3.9627757000000003,390.8963937689312,40.44693,824
Cell3,cyc6300,C1ch,1950,3.973644,401.1833315476548,40.484367,774
Cell3,cyc6300,C1ch,2000,3.9851940000000003,411.47021178864196,40.434425,724
Cell3,cyc6300,C1ch,2050,3.9971452000000003,421.7570653398098,40.571751,674
Cell3,cyc6300,C1ch,2100,4.0097375,432.04391436316934,40.584216999999995,624
Cell3,cyc6300,C1ch,2150,4.0224910000000005,442.3307445367635,40.609188,574
Cell3,cyc6300,C1ch,2200,4.036046,452.61759437926565,40.546776,524
Cell3,cyc6300,C1ch,2250,4.0504436,462.9044342844136,40.534309,474
Cell3,cyc6300,C1ch,2300,4.0651617,473.1912656580777,40.509342,424
Cell3,cyc6300,C1ch,2350,4.0800405,483.4780984165751,40.584216999999995,374
Cell3,cyc6300,C1ch,2400,4.095521,493.7649561967333,40.621693,324
Cell3,cyc6300,C1ch,2450,4.110840799999999,504.0518029139235,40.621693,274
Cell3,cyc6300,C1ch,2500,4.1263609,514.3386517207573,40.596722,224
Cell3,cyc6300,C1ch,2550,4.1416407,524.6255131203884,40.596722,174
Cell3,cyc6300,C1ch,2600,4.1577225,534.9123975113083,40.584216999999995,124
Cell3,cyc6300,C1ch,2650,4.174366,545.1993049550068,40.571751,74
Cell3,cyc6300,C1ch,2700,4.1915703,555.48618965605,40.584216999999995,24
Cell3,cyc6300,C1ch,2724,4.199952099999999,560.2828756706916,40.609188,0
Cell3,cyc6400,C1ch,0,2.7428038,0.0,41.145939,2711
Cell3,cyc6400,C1ch,50,3.2648811,10.276789272427608,41.071026,2661
Cell3,cyc6400,C1ch,100,3.4007544999999997,20.56403540377532,40.92123400000001,2611
Cell3,cyc6400,C1ch,150,3.4914303,30.85134808438173,40.833892999999996,2561
Cell3,cyc6400,C1ch,200,3.5606101000000003,41.138667974369255,40.734004999999996,2511
Cell3,cyc6400,C1ch,250,3.6159138999999993,51.42600462468868,40.634159000000004,2461
Cell3,cyc6400,C1ch,300,3.6582638999999997,61.713496585962105,40.534309,2411
Cell3,cyc6400,C1ch,350,3.6873797999999995,72.00108675448352,40.55928400000001,2361
Cell3,cyc6400,C1ch,400,3.7077127,82.28867669298045,40.509342,2311
Cell3,cyc6400,C1ch,450,3.7236741,92.57624352957916,40.496876,2261
Cell3,cyc6400,C1ch,500,3.7362669000000004,102.8638361701601,40.484367,2211
Cell3,cyc6400,C1ch,550,3.7475762,113.1514288947966,40.372017,2161
Cell3,cyc6400,C1ch,600,3.7576826,123.4390214304988,40.334579,2111
Cell3,cyc6400,C1ch,650,3.7673075,133.726613445805,40.272166999999996,2061
Cell3,cyc6400,C1ch,700,3.7766519,144.0142012192561,40.197292,2011
Cell3,cyc6400,C1ch,750,3.7851538999999996,154.30181322061242,40.172321000000004,1961
Cell3,cyc6400,C1ch,800,3.7932951,164.5894291897557,40.14735,1911
Cell3,cyc6400,C1ch,850,3.8010752,174.87702017309311,40.134884,1861
Cell3,cyc6400,C1ch,900,3.8090559999999996,185.16460586017268,40.109909,1811
Cell3,cyc6400,C1ch,950,3.8166759,195.45218876695168,40.010063,1761
Cell3,cyc6400,C1ch,1000,3.8242557,205.7398075477982,40.010063,1711
Cell3,cyc6400,C1ch,1050,3.8316748,216.02746226008182,40.010063,1661
Cell3,cyc6400,C1ch,1100,3.8392146,226.31510074008256,40.097408,1611
Cell3,cyc6400,C1ch,1150,3.8459921,236.6027206220881,40.084942,1561
Cell3,cyc6400,C1ch,1200,3.8529704,246.8903437649756,40.072475,1511
Cell3,cyc6400,C1ch,1250,3.8595873999999997,257.17791411785714,40.084942,1461
Cell3,cyc6400,C1ch,1300,3.8668062999999995,267.4655670564422,40.072475,1411
Cell3,cyc6400,C1ch,1350,3.8737843,277.7532090409529,40.184788,1361
Cell3,cyc6400,C1ch,1400,3.8803616,288.0408412022044,40.222263,1311
Cell3,cyc6400,C1ch,1450,3.8877807,298.32845620890134,40.247196,1261
Cell3,cyc6400,C1ch,1500,3.8954809,308.6160790877465,40.297138000000004,1211
Cell3,cyc6400,C1ch,1550,3.9033812999999995,318.9036961088307,40.322113,1161
Cell3,cyc6400,C1ch,1600,3.9112418,329.19132162430316,40.309605,1111
Cell3,cyc6400,C1ch,1650,3.9197037000000003,339.4789638053742,40.421959,1061
Cell3,cyc6400,C1ch,1700,3.9284464999999997,349.76658583320955,40.434425,1011
Cell3,cyc6400,C1ch,1750,3.93747,360.0541843942414,40.496876,961
Cell3,cyc6400,C1ch,1800,3.9470949,370.3417977750769,40.471901,911
Cell3,cyc6400,C1ch,1850,3.9569205999999997,380.6294253158044,40.534309,861
Cell3,cyc6400,C1ch,1900,3.9670669999999997,390.9170450678084,40.484367,811
Cell3,cyc6400,C1ch,1950,3.9780555,401.2046454694163,40.546776,761
Cell3,cyc6400,C1ch,2000,3.9895252999999995,411.49222487152946,40.609188,711
Cell3,cyc6400,C1ch,2050,4.0011554,421.7798293931393,40.55928400000001,661
Cell3,cyc6400,C1ch,2100,4.013628,432.067451921975,40.634159000000004,611
Cell3,cyc6400,C1ch,2150,4.026581299999998,442.3550957504255,40.684104999999995,561
Cell3,cyc6400,C1ch,2200,4.0398559999999994,452.6427519352162,40.709038,511
Cell3,cyc6400,C1ch,2250,4.0538526,462.9303924851702,40.634159000000004,461
Cell3,cyc6400,C1ch,2300,4.068610700000002,473.21805510801016,40.709038,411
Cell3,cyc6400,C1ch,2350,4.0834093000000005,483.5057052643738,40.584216999999995,361
Cell3,cyc6400,C1ch,2400,4.098609,493.79338317606613,40.75898,311
Cell3,cyc6400,C1ch,2450,4.113968799999999,504.0810885018378,40.709038,261
Cell3,cyc6400,C1ch,2500,4.129408799999998,514.368801332055,40.709038,211
Cell3,cyc6400,C1ch,2550,4.1457314,524.6565358015781,40.734004999999996,161
Cell3,cyc6400,C1ch,2600,4.1619334000000014,534.944266631229,40.65913,111
Cell3,cyc6400,C1ch,2650,4.1786571000000015,545.232014257097,40.721539,61
Cell3,cyc6400,C1ch,2700,4.196222799999998,555.5196683839247,40.696571,11
Cell3,cyc6400,C1ch,2711,4.200112799999999,557.7023096802334,40.721539,0
Cell3,cyc6500,C1ch,0,2.7430444,0.0,41.095997,2710
Cell3,cyc6500,C1ch,50,3.2590661,10.27731093729941,41.008617,2660
Cell3,cyc6500,C1ch,100,3.3934555,20.56495982905695,40.896301,2610
Cell3,cyc6500,C1ch,150,3.4822062999999996,30.85263323140759,40.771484,2560
Cell3,cyc6500,C1ch,200,3.5488595999999997,41.140340682216646,40.596722,2510
Cell3,cyc6500,C1ch,250,3.6018373999999995,51.42802150800537,40.571751,2460
Cell3,cyc6500,C1ch,300,3.6410593999999996,61.71569256696193,40.496876,2410
Cell3,cyc6500,C1ch,350,3.6700947,72.00335485142644,40.471901,2360
Cell3,cyc6500,C1ch,400,3.6935959,82.29092684524831,40.509342,2310
Cell3,cyc6500,C1ch,450,3.7133272000000006,92.57839021049288,40.471901,2260
Cell3,cyc6500,C1ch,500,3.72981,102.86582255385292,40.347084,2210
Cell3,cyc6500,C1ch,550,3.7432449,113.1532865378516,40.322113,2160
Cell3,cyc6500,C1ch,600,3.7553163,123.4407051877035,40.297138000000004,2110
Cell3,cyc6500,C1ch,650,3.7661445,133.7281120951165,40.23473,2060
Cell3,cyc6500,C1ch,700,3.7755690000000004,144.01551415934583,40.184788,2010
Cell3,cyc6500,C1ch,750,3.7849534,154.3028446217041,40.14735,1960
Cell3,cyc6500,C1ch,800,3.7932148,164.5902801819628,40.097408,1910
Cell3,cyc6500,C1ch,850,3.8009150000000003,174.877687244968,40.059967,1860
Cell3,cyc6500,C1ch,900,3.8086550000000003,185.16515385486176,40.047501000000004,1810
Cell3,cyc6500,C1ch,950,3.8163949999999995,195.452555500451,40.097408,1760
Cell3,cyc6500,C1ch,1000,3.8234937000000007,205.7400529718662,40.022529999999996,1710
Cell3,cyc6500,C1ch,1050,3.8308327000000006,216.02754555567088,40.097408,1660
Cell3,cyc6500,C1ch,1100,3.8376504999999996,226.31499728007336,40.022529999999996,1610
Cell3,cyc6500,C1ch,1150,3.8443077000000003,236.60237903617352,40.034996,1560
Cell3,cyc6500,C1ch,1200,3.8507644999999995,246.8896558548279,40.072475,1510
Cell3,cyc6500,C1ch,1250,3.8573817999999997,257.177025903534,40.109909,1460
Cell3,cyc6500,C1ch,1300,3.8639588,267.4643387603658,40.172321000000004,1410
Cell3,cyc6500,C1ch,1350,3.8706562999999994,277.75167902375955,40.159855,1360
Cell3,cyc6500,C1ch,1400,3.8777546999999997,288.03897036184367,40.23473,1310
Cell3,cyc6500,C1ch,1450,3.8848932,298.3262968116353,40.247196,1260
Cell3,cyc6500,C1ch,1500,3.8929541,308.61356095448815,40.347084,1210
Cell3,cyc6500,C1ch,1550,3.9007343999999997,318.9008322973532,40.322113,1160
Cell3,cyc6500,C1ch,1600,3.9089959000000003,329.1881378826158,40.334579,1110
Cell3,cyc6500,C1ch,1650,3.9174178,339.4753859697231,40.409492,1060
Cell3,cyc6500,C1ch,1700,3.9260402,349.76269124592767,40.434425,1010
Cell3,cyc6500,C1ch,1750,3.9353044,360.0499329642369,40.45939600000001,960
Cell3,cyc6500,C1ch,1800,3.9451699000000002,370.3371421331008,40.509342,910
Cell3,cyc6500,C1ch,1850,3.9551961,380.6243825042385,40.546776,860
Cell3,cyc6500,C1ch,1900,3.9658637000000003,390.91159067277687,40.496876,810
Cell3,cyc6500,C1ch,1950,3.9769726000000003,401.1987757059768,40.52180900000001,760
Cell3,cyc6500,C1ch,2000,3.9880413999999997,411.4859557931485,40.571751,710
Cell3,cyc6500,C1ch,2050,4.0004735,421.77315723943747,40.609188,660
Cell3,cyc6500,C1ch,2100,4.0130262000000005,432.060414124878,40.684104999999995,610
